2.476343746355083113e+03,1.000000000000000000e+00
2.476455520504031028e+03,1.000000000000000000e+00
2.476567294652978944e+03,1.000000000000000000e+00
2.476679068801927315e+03,1.000000000000000000e+00
2.476790842950875231e+03,1.000000000000000000e+00
2.476902617099823146e+03,1.000000000000000000e+00
2.477014391248771062e+03,1.000000000000000000e+00
2.477126165397719433e+03,1.000000000000000000e+00
2.477237939546667349e+03,1.000000000000000000e+00
2.477349713695615264e+03,1.000000000000000000e+00
2.477461487844563180e+03,1.000000000000000000e+00
2.477573261993511551e+03,1.000000000000000000e+00
2.477685036142459467e+03,1.000000000000000000e+00
2.477796810291407382e+03,1.000000000000000000e+00
2.477908584440355298e+03,1.000000000000000000e+00
2.478020358589303669e+03,1.000000000000000000e+00
2.478132132738251585e+03,1.000000000000000000e+00
2.478243906887199500e+03,1.000000000000000000e+00
2.478355681036147416e+03,1.000000000000000000e+00
2.478467455185095787e+03,1.000000000000000000e+00
2.478579229334043703e+03,1.000000000000000000e+00
2.478691003482991619e+03,1.000000000000000000e+00
2.478802777631939534e+03,1.000000000000000000e+00
2.478914551780887905e+03,1.000000000000000000e+00
2.479026325929835821e+03,1.000000000000000000e+00
2.479138100078783737e+03,1.000000000000000000e+00
2.479249874227731652e+03,1.000000000000000000e+00
2.479361648376680023e+03,1.000000000000000000e+00
2.479473422525627939e+03,1.000000000000000000e+00
2.479585196674575855e+03,9.999999999999998890e-01
2.479696970823523770e+03,9.999999999999997780e-01
2.479808744972472141e+03,9.999999999999994449e-01
2.479920519121420057e+03,9.999999999999986677e-01
2.480032293270367973e+03,9.999999999999966693e-01
2.480144067419315888e+03,9.999999999999920064e-01
2.480255841568263804e+03,9.999999999999813483e-01
2.480367615717212175e+03,9.999999999999568123e-01
2.480479389866160091e+03,9.999999999999014122e-01
2.480591164015108006e+03,9.999999999997782885e-01
2.480702938164055922e+03,9.999999999995083932e-01
2.480814712313004293e+03,9.999999999989250821e-01
2.480926486461952209e+03,9.999999999976827425e-01
2.481038260610900124e+03,9.999999999950748286e-01
2.481150034759848040e+03,9.999999999896790337e-01
2.481261808908796411e+03,9.999999999786758353e-01
2.481373583057744327e+03,9.999999999565611919e-01
2.481485357206692242e+03,9.999999999127557881e-01
2.481597131355640158e+03,9.999999998272377510e-01
2.481708905504588529e+03,9.999999996627008114e-01
2.481820679653536445e+03,9.999999993507150409e-01
2.481932453802484360e+03,9.999999987677207214e-01
2.482044227951432276e+03,9.999999976941204016e-01
2.482156002100380647e+03,9.999999957458007849e-01
2.482267776249328563e+03,9.999999922615721015e-01
2.482379550398276479e+03,9.999999861215367325e-01
2.482491324547224394e+03,9.999999754594814938e-01
2.482603098696172765e+03,9.999999572161554218e-01
2.482714872845120681e+03,9.999999264589886083e-01
2.482826646994068597e+03,9.999998753669835372e-01
2.482938421143016512e+03,9.999997917474482412e-01
2.483050195291964883e+03,9.999996569153605241e-01
2.483161969440912799e+03,9.999994427296525767e-01
2.483273743589860715e+03,9.999991075491396764e-01
2.483385517738808630e+03,9.999985908526515255e-01
2.483497291887756546e+03,9.999978062748182683e-01
2.483609066036704917e+03,9.999966328555284223e-01
2.483720840185652833e+03,9.999949044038779489e-01
2.483832614334600748e+03,9.999923970529905892e-01
2.483944388483548664e+03,9.999888153436159444e-01
2.484056162632497035e+03,9.999837775275119967e-01
2.484167936781444951e+03,9.999768012190661803e-01
2.484279710930392866e+03,9.999672910201763409e-01
2.484391485079340782e+03,9.999545302515666645e-01
2.484503259228289153e+03,9.999376793719462198e-01
2.484615033377237069e+03,9.999157839614224441e-01
2.484726807526184984e+03,9.998877951798916808e-01
2.484838581675132900e+03,9.998526052766846250e-01
2.484950355824081271e+03,9.998090999350880415e-01
2.485062129973029187e+03,9.997562279366019045e-01
2.485173904121977102e+03,9.996930868417924776e-01
2.485285678270925018e+03,9.996190212079173465e-01
2.485397452419873389e+03,9.995337274913603798e-01
2.485509226568821305e+03,9.994373574956214590e-01
2.485621000717769221e+03,9.993306103667692897e-01
2.485732774866717136e+03,9.992148020729587632e-01
2.485844549015665507e+03,9.990919013626046175e-01
2.485956323164613423e+03,9.989645226081714791e-01
2.486068097313561339e+03,9.988358687818813531e-01
2.486179871462509254e+03,9.987096219472955116e-01
2.486291645611457625e+03,9.985897837417476719e-01
2.486403419760405541e+03,9.984804738292742954e-01
2.486515193909353457e+03,9.983856995464390760e-01
2.486626968058301372e+03,9.983091142242516147e-01
2.486738742207249743e+03,9.982537842937120320e-01
2.486850516356197659e+03,9.982219857921142969e-01
2.486962290505145575e+03,9.982150490701756640e-01
2.487074064654093490e+03,9.982332664624892216e-01
2.487185838803041406e+03,9.982758718505556628e-01
2.487297612951989777e+03,9.983410941092880631e-01
2.487409387100937693e+03,9.984262792413216570e-01
2.487521161249885608e+03,9.985280694632787668e-01
2.487632935398833524e+03,9.986426224110613870e-01
2.487744709547781895e+03,9.987658505581729074e-01
2.487856483696729811e+03,9.988936601768804158e-01
2.487968257845677726e+03,9.990221706765700649e-01
2.488080031994625642e+03,9.991478985860731132e-01
2.488191806143574013e+03,9.992678952367313183e-01
2.488303580292521929e+03,9.993798326523534170e-01
2.488415354441469844e+03,9.994820375481335839e-01
2.488527128590417760e+03,9.995734780589368151e-01
2.488638902739366131e+03,9.996537114009372837e-01
2.488750676888314047e+03,9.997228028713505132e-01
2.488862451037261962e+03,9.997812273745634304e-01
2.488974225186209878e+03,9.998297641797870838e-01
2.489085999335158249e+03,9.998693941488275838e-01
2.489197773484106165e+03,9.999012065759739221e-01
2.489309547633054081e+03,9.999263204170538710e-01
2.489421321782001996e+03,9.999458223706536586e-01
2.489533095930950367e+03,9.999607222543123175e-01
2.489644870079898283e+03,9.999719245434327553e-01
2.489756644228846199e+03,9.999802138717983624e-01
2.489868418377794114e+03,9.999862517149712415e-01
2.489980192526742485e+03,9.999905813219205353e-01
2.490091966675690401e+03,9.999936381255085660e-01
2.490203740824638317e+03,9.999957632390747975e-01
2.490315514973586232e+03,9.999972181318864672e-01
2.490427289122534148e+03,9.999981990865876025e-01
2.490539063271482519e+03,9.999988505162239472e-01
2.490650837420430435e+03,9.999992766198673166e-01
2.490762611569378350e+03,9.999995511677804982e-01
2.490874385718326266e+03,9.999997254286676629e-01
2.490986159867274637e+03,9.999998343924719757e-01
2.491097934016222553e+03,9.999999015175883299e-01
2.491209708165170468e+03,9.999999422581101749e-01
2.491321482314118384e+03,9.999999666207149973e-01
2.491433256463066755e+03,9.999999809753453706e-01
2.491545030612014671e+03,9.999999893091987557e-01
2.491656804760962586e+03,9.999999940767857476e-01
2.491768578909910502e+03,9.999999967643737886e-01
2.491880353058858873e+03,9.999999982573387625e-01
2.491992127207806789e+03,9.999999990746174516e-01
2.492103901356754704e+03,9.999999995155116617e-01
2.492215675505702620e+03,9.999999997499083859e-01
2.492327449654650991e+03,9.999999998727174821e-01
2.492439223803598907e+03,9.999999999361307568e-01
2.492550997952546822e+03,9.999999999684013874e-01
2.492662772101494738e+03,9.999999999845865517e-01
2.492774546250443109e+03,9.999999999925871519e-01
2.492886320399391025e+03,9.999999999964850339e-01
2.492998094548338941e+03,9.999999999983567589e-01
2.493109868697286856e+03,9.999999999992424948e-01
2.493221642846235227e+03,9.999999999996557198e-01
2.493333416995183143e+03,9.999999999998457900e-01
2.493445191144131059e+03,9.999999999999318323e-01
2.493556965293078974e+03,9.999999999999703570e-01
2.493668739442027345e+03,9.999999999999872324e-01
2.493780513590975261e+03,9.999999999999945599e-01
2.493892287739923177e+03,9.999999999999977796e-01
2.494004061888871092e+03,9.999999999999991118e-01
2.494115836037819008e+03,9.999999999999996669e-01
2.494227610186767379e+03,9.999999999999998890e-01
2.494339384335715295e+03,9.999999999999998890e-01
2.494451158484663210e+03,1.000000000000000000e+00
2.494562932633611126e+03,1.000000000000000000e+00
2.494674706782559497e+03,1.000000000000000000e+00
2.494786480931507413e+03,1.000000000000000000e+00
2.494898255080455328e+03,1.000000000000000000e+00
2.495010029229403244e+03,1.000000000000000000e+00
2.495121803378351615e+03,1.000000000000000000e+00
2.495233577527299531e+03,1.000000000000000000e+00
2.495345351676247446e+03,1.000000000000000000e+00
2.495457125825195362e+03,1.000000000000000000e+00
2.495568899974143733e+03,1.000000000000000000e+00
2.495680674123091649e+03,1.000000000000000000e+00
2.495792448272039564e+03,1.000000000000000000e+00
2.495904222420987480e+03,1.000000000000000000e+00
2.496015996569935851e+03,1.000000000000000000e+00
2.496127770718883767e+03,1.000000000000000000e+00
2.496239544867831682e+03,1.000000000000000000e+00
2.496351319016779598e+03,1.000000000000000000e+00
2.496463093165727969e+03,1.000000000000000000e+00
2.496574867314675885e+03,1.000000000000000000e+00
2.496686641463623801e+03,1.000000000000000000e+00
2.496798415612571716e+03,1.000000000000000000e+00
2.496910189761520087e+03,1.000000000000000000e+00
2.497021963910468003e+03,1.000000000000000000e+00
2.497133738059415919e+03,1.000000000000000000e+00
2.497245512208363834e+03,1.000000000000000000e+00
2.497357286357311750e+03,1.000000000000000000e+00
2.497469060506260121e+03,1.000000000000000000e+00
2.497580834655208037e+03,1.000000000000000000e+00
2.497692608804155952e+03,1.000000000000000000e+00
2.497804382953103868e+03,1.000000000000000000e+00
2.497916157102052239e+03,1.000000000000000000e+00
2.498027931251000155e+03,1.000000000000000000e+00
